id,query,rank,source1,docid1,source2,docid2,url1,url2,winner,comment
19,digital marketer manager with experience in the biotech. Only show people from the U.S.,8.0,Pearch.AI,ana-moriset-07411463,PeopleGPT,kristin-kleven-santos-ms-31a554b,https://linkedin.com/in/ana-moriset-07411463,https://linkedin.com/in/kristin-kleven-santos-ms-31a554b,,
487,digital marketer manager with experience in the biotech. Only show people from the U.S.,6.0,LinkedIn,glorieroosenberg,Pearch.AI,sethtpreston,https://linkedin.com/in/glorieroosenberg,https://linkedin.com/in/sethtpreston,,
320,digital marketer manager with experience in the biotech. Only show people from the U.S.,8.0,Exa.AI,caseyjkennedy,LinkedIn,gparmar1,https://linkedin.com/in/caseyjkennedy,https://linkedin.com/in/gparmar1,,
790,engineers with security clearance from top engineering programs. Only show people from the U.S.,0.0,Exa.AI,adam-will-a69598143,Pearch.AI,justin-brooks-735ba614,https://linkedin.com/in/adam-will-a69598143,https://linkedin.com/in/justin-brooks-735ba614,,
666,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,5.0,Pearch.AI,christinaxyz,PeopleGPT,bradbmccormick,https://linkedin.com/in/christinaxyz,https://linkedin.com/in/bradbmccormick,,
154,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,8.0,PeopleGPT,cbbaird,LinkedIn,michelle-kang-b0a558104,https://linkedin.com/in/cbbaird,https://linkedin.com/in/michelle-kang-b0a558104,,
754,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,4.0,LinkedIn,jenzukowski,Pearch.AI,williams-ida-62538913a,https://linkedin.com/in/jenzukowski,https://linkedin.com/in/williams-ida-62538913a,,
383,for a CMO with crypto experience and with strong techincal background. Only show people from the U.S.,8.0,LinkedIn,michelle-kang-b0a558104,Pearch.AI,angelaceccarelli,https://linkedin.com/in/michelle-kang-b0a558104,https://linkedin.com/in/angelaceccarelli,,
443,founder of fintech startup. Only show people from the U.S.,1.0,Exa.AI,davidshen0707,Pearch.AI,neelganu,https://linkedin.com/in/davidshen0707,https://linkedin.com/in/neelganu,,
179,founder of fintech startup. Only show people from the U.S.,9.0,LinkedIn,aybarjuan,Pearch.AI,patrickgannon,https://linkedin.com/in/aybarjuan,https://linkedin.com/in/patrickgannon,,
960,founder of fintech startup. Only show people from the U.S.,2.0,Exa.AI,ericgriego,LinkedIn,luther,https://linkedin.com/in/ericgriego,https://linkedin.com/in/luther,,
591,founders who sold their companies or did an IPO. Only show people from the U.S.,5.0,LinkedIn,luther,Exa.AI,robryanascend,https://linkedin.com/in/luther,https://linkedin.com/in/robryanascend,,
808,founders who sold their companies or did an IPO. Only show people from the U.S.,2.0,LinkedIn,timothy-smith-93728121,PeopleGPT,mnsaad,https://linkedin.com/in/timothy-smith-93728121,https://linkedin.com/in/mnsaad,,
858,founders who sold their companies or did an IPO. Only show people from the U.S.,7.0,Pearch.AI,jamesjwood,PeopleGPT,jordanglee,https://linkedin.com/in/jamesjwood,https://linkedin.com/in/jordanglee,,
834,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,0.0,Exa.AI,ariel-baez-36853b26a,PeopleGPT,chasevanhekken,https://linkedin.com/in/ariel-baez-36853b26a,https://linkedin.com/in/chasevanhekken,,
983,full-stack ruby on rails engineer with founding experience who is a person of color. Only show people from the U.S.,7.0,PeopleGPT,kevintyll,Pearch.AI,manfrin,https://linkedin.com/in/kevintyll,https://linkedin.com/in/manfrin,,
943,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",8.0,PeopleGPT,raefer,LinkedIn,enjoy2code,https://linkedin.com/in/raefer,https://linkedin.com/in/enjoy2code,,
245,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",4.0,Pearch.AI,mmohen,Exa.AI,manishmehta2,https://linkedin.com/in/mmohen,https://linkedin.com/in/manishmehta2,,
22,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",7.0,Exa.AI,seantechco,PeopleGPT,jun-wang-7309a82,https://linkedin.com/in/seantechco,https://linkedin.com/in/jun-wang-7309a82,,
142,"looking for a CTO with experience in AI and machine learning, who has also led a team of 50+ developers. Bonus if they have a background in cybersecurity. Only show people from the U.S.",5.0,LinkedIn,yashs98,PeopleGPT,lisafchang,https://linkedin.com/in/yashs98,https://linkedin.com/in/lisafchang,,
57,"owners and CEO of Amazon paid social agencies, who work with largest brands. Only show people from the U.S.",5.0,LinkedIn,owaisamin341,Exa.AI,bryan-fuentes,https://linkedin.com/in/owaisamin341,https://linkedin.com/in/bryan-fuentes,,
257,product manager social referral and community mechanics in apps. Only show people from the U.S.,9.0,LinkedIn,ambervirguesvictory,PeopleGPT,eugeniakoo,https://linkedin.com/in/ambervirguesvictory,https://linkedin.com/in/eugeniakoo,,
446,product manager social referral and community mechanics in apps. Only show people from the U.S.,5.0,LinkedIn,koss,Exa.AI,seanacres,https://linkedin.com/in/koss,https://linkedin.com/in/seanacres,,
999,product manager social referral and community mechanics in apps. Only show people from the U.S.,8.0,LinkedIn,product-winston,PeopleGPT,bradleycollins,https://linkedin.com/in/product-winston,https://linkedin.com/in/bradleycollins,,
825,product manager social referral and community mechanics in apps. Only show people from the U.S.,2.0,LinkedIn,chantelleta,PeopleGPT,nateceres,https://linkedin.com/in/chantelleta,https://linkedin.com/in/nateceres,,
271,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",8.0,Exa.AI,ivan-tiapin,Pearch.AI,ilia-laptev-705730158,https://linkedin.com/in/ivan-tiapin,https://linkedin.com/in/ilia-laptev-705730158,,
395,"python developer, russian speaking, 7+ years of experience. Only show people from the U.S.",1.0,Pearch.AI,mikhail-makarov,PeopleGPT,maxpmy,https://linkedin.com/in/mikhail-makarov,https://linkedin.com/in/maxpmy,,
324,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,6.0,PeopleGPT,troy-ballinger,Exa.AI,sebastian-king,https://linkedin.com/in/troy-ballinger,https://linkedin.com/in/sebastian-king,,
353,rust/go engineer with embedded coding experience for AI robotics startup Los Angeles. Only show people from the U.S.,8.0,PeopleGPT,alex-lazar-7b505770,LinkedIn,elliotsasson,https://linkedin.com/in/alex-lazar-7b505770,https://linkedin.com/in/elliotsasson,,
177,someone who has built and sold a startup that raised at least $2m. Good if they exited before. They need to have top education from United States. Only show people from the U.S.,8.0,Exa.AI,tomgmontgomery,PeopleGPT,amandawormann,https://linkedin.com/in/tomgmontgomery,https://linkedin.com/in/amandawormann,,
